Repository URL
https://github.com/AniketBadhan/Convolutional-Neural-Network/archive/refs/heads/master.zip
https://github.com/lirui-shanghaitech/CNN-Accelerator-VLSI/archive/refs/heads/master.zip
https://github.com/mirkat1206/2021_Spring_NCTU_ICLAB/archive/refs/heads/master.zip
https://github.com/taoyilee/clacc/archive/refs/heads/master.zip
https://github.com/abdelazeem201/Systolic-array-implementation-in-RTL-for-TPU/archive/refs/heads/master.zip
https://github.com/ZipCPU/dspfilters/archive/refs/heads/master.zip
https://github.com/diaoenmao/FPGA-CNN/archive/refs/heads/master.zip
https://github.com/sfmth/OpenSpike/archive/refs/heads/master.zip
https://github.com/thedatabusdotio/fpga-ml-accelerator/archive/refs/heads/master.zip
https://github.com/chipsalliance/aib-phy-hardware/archive/refs/heads/master.zip
